"occ","y4_hhid","indidy4","hh_b01","hh_b02","hh_b03_1","hh_b03_2","hh_b04","hh_b05","hh_b06","hh_b07","hh_b08","hh_b09_1","hh_b09_2","hh_b10","hh_b11","hh_b12","hh_b13","hh_b14","hh_b15","hh_b16","hh_b17","hh_b18","hh_b19","hh_b20","hh_b21_1","hh_b21_2","hh_b21_3","hh_b21_4","hh_b22","hh_b23_1","hh_b23_2","hh_b23_3","hh_b23_4","hh_b24","hh_b25","hh_b26","hh_b27_1","hh_b27_2","hh_b27_3","hh_b28","hh_b29_1","hh_b29_2","hh_b29_3"
3,"4101-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",26,3,99,1,30,1,,0,16,1,,,2,,,1,6,,,,,,,,,,,,,11,"NJOMBE MJINI",22,1,4,"NJOMBE MJINI",22,1
4,"4101-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",15,3,99,1,30,1,,0,14,1,,,2,,,1,6,,,,,,,,,,,,,11,"NJOMBE MJINI",22,1,4,"NJOMBE MJINI",22,1
5,"4101-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",8,3,99,1,30,1,,0,14,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"4102-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",35,1,99,1,30,1,,0,10,97,,1,97,,1,1,1,1,2,,,,1,2,,,,2,,16,"MUFINDI",11,2,4,"MUFINDI",11,2
2,"4102-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",28,2,99,1,16,1,,0,10,97,,3,97,,3,1,1,1,2,,,,1,1,,,,2,,10,"SONGEA URBAN",10,4,3,"NJOMBE VIJIJINI",22,4
3,"4102-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",9,3,99,1,30,1,,0,14,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
4,"4102-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",4,3,99,1,30,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"4103-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",40,1,99,1,30,1,,0,1,98,40,3,98,36,3,1,1,2,3,,,,1,2,,,,2,,99,,,,,,,
2,"4103-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",33,2,99,1,30,1,,0,1,98,27,3,97,,1,1,1,1,3,,,,1,1,,,,2,,14,"WANGING'OMBE",22,2,3,"WANGING'OMBE",22,2
3,"4103-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,3,99,1,30,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"4104-001",1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",52,1,99,1,30,1,,0,1,98,29,1,97,,1,1,7,,,,,,,,,,,,,26,"ARUMERU",2,2,5,"MAKETE",22,3
2,"4104-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",23,3,99,1,30,1,,7,14,98,15,3,1,,,1,6,,,,,,,,,,,,,99,,,,,,,
3,"4104-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",21,3,99,1,21,1,,5,14,98,13,5,1,,,1,6,,,,,,,,,,,,,99,,,,,,,
4,"4104-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",19,3,99,1,30,1,,0,1,98,10,5,1,,,1,6,,,,,,,,,,,,,99,,,,,,,
5,"4104-001",5,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0,6,99,1,30,1,,9,17,97,,6,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"4116-001",1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",41,1,99,1,30,1,,0,1,98,10,7,98,20,7,1,7,,,,,,,,,,,,,20,"LUDEWA",22,5,4,"LUDEWA",22,5
2,"4116-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",20,3,99,1,30,1,,2,1,98,9,3,1,,,1,6,,,,,,,,,,,,,99,,,,,,,
3,"4116-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",17,3,99,1,26,1,,2,1,98,6,3,1,,,1,6,,,,,,,,,,,,,99,,,,,,,
4,"4116-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",14,3,99,1,30,1,,0,1,98,3,3,1,,,1,6,,,,,,,,,,,,,99,,,,,,,
5,"4116-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",11,3,99,1,30,1,,0,14,98,0,3,1,,,2,,,,,,,,,,,,,,,,,,,,,
6,"4116-001",6,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,6,99,1,21,1,,2,17,97,,5,2,,,2,,,,,,,,,,,,,,,,,,,,,
7,"4116-001",7,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0,6,99,1,26,1,,2,17,97,,3,3,,,2,,,,,,,,,,,,,,,,,,,,,
1,"4117-001",1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",52,1,99,1,31,1,,0,1,97,,1,97,,1,1,7,,,,,,,,,,,,,23,"MUFINDI",11,2,1,"LUDEWA",11,5
2,"4117-001",2,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",9,6,99,1,31,1,,0,14,97,,3,99,,7,2,,,,,,,,,,,,,,,,,,,,,
1,"4118-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",41,1,99,1,30,1,,1,1,98,15,3,98,5,7,1,1,1,3,,,,1,2,,,,2,,99,,,,,,,
2,"4118-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",27,2,99,1,30,1,,0,1,98,21,1,97,,1,1,1,1,3,,,,1,1,,,,2,,5,"WANGING'OMBE",22,2,3,"WANGING'OMBE",22,2
3,"4118-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",6,4,99,1,30,1,,0,14,97,,1,2,,,2,,,,,,,,,,,,,,,,,,,,,
4,"4118-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",4,3,99,1,30,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
5,"4118-001",5,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0,3,99,1,30,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"4119-001",1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",29,1,99,1,30,1,,0,1,98,16,1,98,16,1,1,6,,,,,,,,,,,,,99,,,,,,,
2,"4119-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",20,5,99,1,30,1,,0,15,98,10,1,98,10,1,1,6,,,,,,,,,,,,,99,,,,,,,
3,"4119-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",12,5,99,1,30,1,,0,14,98,1,1,98,1,1,1,6,,,,,,,,,,,,,99,,,,,,,
4,"4119-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",12,9,99,1,30,1,,0,7,97,,7,97,,1,1,6,,,,,,,,,,,,,1,"WANGINGOMBE",22,2,1,"WANGINGOMBE",22,2
1,"4120-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",69,1,99,1,30,1,,0,1,98,34,2,98,33,1,1,1,1,2,,,,1,2,,,,2,,99,,,,,,,
2,"4120-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",67,2,99,1,30,1,,0,1,98,17,1,98,35,1,1,1,1,2,,,,1,1,,,,2,,4,"WANGINGOMBE",22,2,3,"WANGINGOMBE",22,2
3,"4120-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",12,6,99,1,30,1,,0,14,98,6,3,97,,3,1,6,,,,,,,,,,,,,99,,,,,,,
4,"4120-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",14,6,99,2,7,1,,7,14,98,8,3,97,,3,1,6,,,,,,,,,,,,,99,,,,,,,
1,"4121-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",50,1,99,1,31,1,,0,1,97,,2,97,,2,1,3,,,,,,1,2,,,,2,,99,,,,,,,
2,"4121-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",49,2,99,1,31,1,,0,1,97,,3,97,,2,1,3,,,,,,1,1,,,,2,,27,"NJOMBE MJINI",22,4,3,"NJOMBE VIJIJINI",22,4
3,"4121-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",19,3,99,2,7,1,,8,14,1,,,2,,,1,6,,,,,,,,,,,,,99,,,,,,,
4,"4121-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,6,99,1,31,1,,0,17,97,,3,97,,3,2,,,,,,,,,,,,,,,,,,,,,
1,"4122-001",1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",69,1,99,1,31,1,,0,1,98,0,3,98,50,1,1,7,,,,,,,,,,,,,20,"WAN'INGIOMBE",22,2,1,"MBALALI",12,7
1,"4123-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",51,1,99,1,30,1,,0,1,98,25,1,97,,1,1,1,1,3,,,,1,2,,,,2,,99,,,,,,,
2,"4123-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",46,2,99,1,30,1,,0,1,98,43,1,98,27,1,1,1,1,3,,,,1,1,,,,2,,99,,,,,,,
3,"4123-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",25,3,99,1,30,1,,0,1,1,,,2,,,1,6,,,,,,,,,,,,,99,,,,,,,
4,"4123-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",19,3,99,1,30,1,,0,1,1,,,2,,,1,6,,,,,,,,,,,,,99,,,,,,,
5,"4123-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",17,3,99,1,30,1,,0,1,1,,,2,,,1,6,,,,,,,,,,,,,99,,,,,,,
6,"4123-001",6,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",14,3,99,1,30,1,,0,14,1,,,2,,,1,6,,,,,,,,,,,,,99,,,,,,,
1,"4135-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",33,1,99,1,31,1,,0,1,97,,2,97,,1,1,3,,,,,,1,2,,,,2,,99,,,,,,,
2,"4135-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",33,2,99,1,31,1,,0,1,97,,2,97,,2,1,3,,,,,,1,1,,,,2,,7,"NYASA",10,6,3,"NYASA",10,6
3,"4135-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",9,3,99,1,31,1,,0,14,97,,3,2,,,2,,,,,,,,,,,,,,,,,,,,,
4,"4135-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",6,3,99,1,31,1,,0,16,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
5,"4135-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",4,3,99,1,31,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"4136-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",24,1,99,2,0,2,,1,14,97,,5,97,,5,1,3,,,,,,1,2,,,,2,,99,,,,,,,
2,"4136-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",25,2,99,1,31,1,,0,1,97,,3,97,,3,1,3,,,,,,1,1,,,,2,,99,,,,,,,
3,"4136-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",4,3,99,1,31,1,,0,16,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
4,"4136-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0,3,99,1,31,1,,6,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"4137-001",1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",51,1,99,1,31,1,,0,2,97,,1,97,,1,1,7,,,,,,,,,,,,,38,"LUDEWA",22,5,7,"LUDEWA",22,5
2,"4137-001",2,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",24,3,99,1,31,1,,1,2,98,15,3,1,,,1,3,,,,,,1,4,,,,2,,99,,,,,,,
3,"4137-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",21,3,99,1,31,1,,1,2,98,12,3,1,,,1,6,,,,,,,,,,,,,99,,,,,,,
4,"4137-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",20,8,99,1,31,1,,0,1,98,10,5,97,,1,1,3,,,,,,1,2,,,,2,,99,,,,,,,
5,"4137-001",5,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",11,3,99,1,31,1,,0,14,98,9,5,1,,,2,,,,,,,,,,,,,,,,,,,,,
6,"4137-001",6,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",14,3,99,1,31,1,,0,14,98,12,5,1,,,1,6,,,,,,,,,,,,,99,,,,,,,
7,"4137-001",7,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",9,3,99,1,31,1,,0,14,98,7,5,1,,,2,,,,,,,,,,,,,,,,,,,,,
1,"4138-001",1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",26,1,99,1,31,1,,2,1,97,,5,97,,1,1,4,,,,,,,,,,,,,8,"LUDEWA",22,5,4,"LUDEWA",22,5
2,"4138-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",9,3,99,1,31,1,,0,14,97,,3,1,,,2,,,,,,,,,,,,,,,,,,,,,
3,"4138-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",9,3,99,1,31,1,,0,14,97,,3,1,,,2,,,,,,,,,,,,,,,,,,,,,
4,"4138-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",5,3,99,1,31,1,,2,17,97,,3,1,,,2,,,,,,,,,,,,,,,,,,,,,
5,"4138-001",5,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",4,4,99,1,31,1,,2,17,97,,3,97,,3,2,,,,,,,,,,,,,,,,,,,,,
1,"4139-001",1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",53,1,99,1,31,1,,1,1,97,,3,98,18,1,1,2,3,3,,,,2,,,,,1,,30,"LUDEWA",22,5,5,"LUDEWA",22,5
2,"4139-001",2,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",17,3,99,1,31,1,,1,14,97,,3,1,,,1,6,,,,,,,,,,,,,99,,,,,,,
3,"4139-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",53,5,99,1,31,1,,1,1,98,30,3,98,24,1,1,6,,,,,,,,,,,,,19,"LUDEWA",22,5,4,"LUDEWA",22,5
4,"4139-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",15,3,99,1,31,1,,1,14,97,,3,1,,,1,6,,,,,,,,,,,,,99,,,,,,,
5,"4139-001",5,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",12,3,99,1,31,1,,1,14,97,,3,1,,,1,6,,,,,,,,,,,,,99,,,,,,,
1,"4140-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",36,1,99,2,31,1,,0,2,98,6,1,97,,1,1,1,1,2,,,,1,2,,,,2,,99,,,,,,,
2,"4140-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",31,2,99,1,31,1,,0,1,97,,3,97,,1,1,1,1,2,,,,1,1,,,,2,,99,,,,,,,
3,"4140-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",15,3,99,1,31,1,,0,14,1,,,2,,,1,6,,,,,,,,,,,,,99,,,,,,,
4,"4140-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",12,3,99,1,31,1,,0,14,1,,,2,,,1,6,,,,,,,,,,,,,99,,,,,,,
5,"4140-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",9,3,99,1,31,1,,0,14,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
6,"4140-001",6,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",6,3,99,1,31,1,,0,16,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
7,"4140-001",7,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",4,3,99,1,31,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"4141-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",59,1,99,1,31,1,,0,1,98,32,1,98,35,1,1,1,2,3,,,,1,2,,,,2,,16,"LUDEWA",22,5,5,"LUDEWA",22,5
2,"4141-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",48,2,99,1,31,1,,0,1,97,,5,97,,3,1,1,2,3,,,,1,1,,,,2,,4,"LUDEWA",22,5,3,"LUDEWA",22,5
3,"4141-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",13,4,99,1,31,1,,0,14,97,,3,2,,,1,6,,,,,,,,,,,,,4,"LUDEWA",22,5,4,"LUDEWA",22,5
4,"4141-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",9,4,99,1,31,1,,0,14,97,,3,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"4142-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",36,1,99,1,31,1,,0,1,98,2,1,97,,1,1,1,1,3,,,,1,2,,,,2,,99,,,,,,,
2,"4142-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",26,2,99,1,31,1,,0,1,97,,1,97,,1,1,1,1,3,,,,1,1,,,,2,,99,,,,,,,
3,"4142-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",10,3,99,1,31,1,,0,14,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
4,"4142-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",8,3,99,1,31,1,,0,14,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
5,"4142-001",5,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",6,3,99,1,31,1,,0,14,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"4154-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",36,1,99,1,30,1,,0,10,97,,1,97,,1,1,1,1,2,,,,1,2,,,,2,,99,,,,,,,
2,"4154-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",29,2,99,1,30,1,,0,1,97,,3,98,0,3,1,1,1,2,,,,1,1,,,,2,,99,,,,,,,
3,"4154-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",12,3,99,1,30,1,,0,14,1,,,2,,,1,6,,,,,,,,,,,,,99,,,,,,,
4,"4154-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",9,3,99,1,30,1,,0,14,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
5,"4154-001",5,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",5,3,99,1,30,1,,0,14,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"4155-001",1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",62,1,99,1,30,1,,0,1,98,37,1,98,23,1,1,7,,,,,,,,,,,,,1,"BAGAMOYO",6,1,4,"BAGAMOYO",6,1
2,"4155-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",20,3,99,1,30,1,,8,1,98,15,2,1,,,1,5,,,,,,,,,,,,,0,"BAGAMOYO",6,1,4,"BAGAMOYO",6,1
3,"4155-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",8,6,99,1,30,1,,0,14,97,,2,97,,1,2,,,,,,,,,,,,,,,,,,,,,
4,"4155-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,6,99,1,30,1,,8,17,97,,3,2,,,2,,,,,,,,,,,,,,,,,,,,,
5,"4155-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,6,99,1,30,1,,8,17,97,,3,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"4156-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",38,1,99,1,30,1,,0,10,97,,5,97,,3,1,1,1,2,,,,1,2,,,,2,,31,"KINONDONI",7,1,4,"KINONDONI",7,1
2,"4156-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",30,2,99,1,30,1,,0,11,97,,7,97,,3,1,1,2,2,,,,1,1,,,,2,,99,,,,,,,
3,"4156-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",14,4,99,1,30,1,,0,16,97,,3,2,,,1,6,,,,,,,,,,,,,99,,,,,,,
1,"4157-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",35,1,99,1,30,1,,0,1,98,31,3,97,,3,1,3,,,,,,1,2,,,,2,,1,"BAGAMOYO",6,1,4,"MKURANGA",6,4
2,"4157-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",22,2,99,1,30,1,,0,16,97,,3,97,,3,1,3,,,,,,1,1,,,,2,,1,"BAGAMOYO",6,1,4,"TANGA URBAN",4,4
3,"4157-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,3,99,1,30,1,,0,17,97,,3,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"4158-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",54,1,99,1,30,1,,0,1,97,,3,97,,1,1,2,4,2,,,,1,2,,,,1,1,7,"TEMEKE",7,3,3,"KIBAHA",6,2
2,"4158-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",52,2,99,1,30,1,,0,1,97,,3,97,,1,1,2,2,2,,,,1,1,,,,2,,31,"BAGAMOYO",6,1,5,"BAGAMOYO",6,1
1,"4159-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",51,1,99,1,30,1,,0,1,98,41,1,97,,1,1,1,1,2,,,,1,2,,,,2,,35,"BAGAMOYO",6,1,4,"BAGAMOYO",6,1
2,"4159-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",43,2,99,1,30,1,,0,1,98,36,3,97,,3,1,1,1,2,,,,1,1,,,,2,,27,"BAGAMOYO",6,1,3,"BAGAMOYO",6,1
3,"4159-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",17,3,99,1,30,1,,0,14,1,,,2,,,1,6,,,,,,,,,,,,,99,,,,,,,
4,"4159-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",14,3,99,1,30,1,,0,14,1,,,2,,,1,6,,,,,,,,,,,,,99,,,,,,,
5,"4159-001",5,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",10,3,99,1,30,1,,0,14,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
6,"4159-001",6,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",22,5,99,1,30,1,,0,16,98,14,3,97,,3,1,6,,,,,,,,,,,,,99,,,,,,,
1,"4160-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",35,1,99,1,30,1,,0,1,98,33,3,98,32,2,1,2,4,2,,,,1,2,,,,1,1,6,"TANGA URBAN",4,4,4,"BAGAMOYO",6,1
2,"4160-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",25,2,99,1,30,1,,0,1,97,,3,97,,1,1,2,2,2,,,,1,1,,,,2,,99,,,,,,,
1,"4161-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",23,1,99,1,30,1,,0,1,97,,1,97,,3,1,3,,,,,,1,2,,,,2,,14,"GAIRO",5,7,4,"GAIRO",5,7
2,"4161-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",21,2,99,1,30,1,,0,1,97,,3,97,,3,1,3,,,,,,1,1,,,,2,,4,"BAGAMOYO",6,1,7,"GAIRO",5,7
3,"4161-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",4,3,99,1,30,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
4,"4161-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,3,99,1,30,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
5,"4161-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0,3,99,1,30,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"4173-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",22,1,99,1,31,1,,0,10,97,,3,97,,5,1,1,1,2,,,,1,2,,,,2,,1,"KIBAHA",6,2,1,"KIBAHA",6,2
