"occ","y4_hhid","indidy4","hh_b01","hh_b02","hh_b03_1","hh_b03_2","hh_b04","hh_b05","hh_b06","hh_b07","hh_b08","hh_b09_1","hh_b09_2","hh_b10","hh_b11","hh_b12","hh_b13","hh_b14","hh_b15","hh_b16","hh_b17","hh_b18","hh_b19","hh_b20","hh_b21_1","hh_b21_2","hh_b21_3","hh_b21_4","hh_b22","hh_b23_1","hh_b23_2","hh_b23_3","hh_b23_4","hh_b24","hh_b25","hh_b26","hh_b27_1","hh_b27_2","hh_b27_3","hh_b28","hh_b29_1","hh_b29_2","hh_b29_3"
1,"1000-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",67,1,99,1,31,1,,0,1,98,63,1,98,57,1,1,7,,,,,,,,,,,,,52,"ARUMERU",2,2,4,"ARUMERU",2,2
2,"1000-001",2,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",40,3,99,1,31,1,,0,7,1,,,98,29,1,1,6,,,,,,,,,,,,,99,,,,,,,
3,"1000-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",37,3,99,1,31,1,,0,1,1,,,98,26,1,1,4,,,,,,,,,,,,,99,,,,,,,
4,"1000-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",32,3,99,1,31,1,,0,1,1,,,98,21,1,1,6,,,,,,,,,,,,,99,,,,,,,
5,"1000-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",29,3,99,1,31,1,,0,7,1,,,98,18,1,1,4,,,,,,,,,,,,,99,,,,,,,
6,"1000-001",6,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",27,3,99,2,7,2,,10,14,1,,,98,16,1,1,6,,,,,,,,,,,,,99,,,,,,,
1,"1001-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",41,1,99,1,31,1,,0,1,98,25,1,97,,7,1,1,1,2,,,,1,2,,,,2,,99,,,,,,,
2,"1001-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",38,2,99,1,31,1,,0,1,97,,2,97,,3,1,1,1,2,,,,1,1,,,,2,,99,,,,,,,
3,"1001-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",16,3,99,1,31,1,,0,11,1,,,2,,,1,6,,,,,,,,,,,,,99,,,,,,,
4,"1001-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",14,3,99,1,31,1,,0,14,1,,,2,,,1,6,,,,,,,,,,,,,99,,,,,,,
5,"1001-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",11,3,99,1,31,1,,0,14,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
6,"1001-001",6,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",7,3,99,1,31,1,,0,11,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
7,"1001-001",7,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,3,99,1,31,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"1002-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",72,1,99,1,31,1,,0,1,98,48,1,98,71,1,1,1,3,3,,,,1,2,,,,2,,99,,,,,,,
2,"1002-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",64,2,99,1,31,1,,0,1,98,34,1,98,30,1,1,1,1,3,,,,1,1,,,,2,,44,"ARUMERU",2,2,3,"ARUMERU",2,2
3,"1002-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",27,3,99,1,31,1,,0,1,1,,,2,,,1,6,,,,,,,,,,,,,99,,,,,,,
1,"1003-001",1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",56,1,99,1,30,1,,0,1,98,34,1,97,,1,1,1,1,3,,,,2,,,,,1,,99,,,,,,,
2,"1003-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",34,3,99,1,30,1,,8,1,97,,1,1,,,1,5,,,,,,,,,,,,,99,,,,,,,
3,"1003-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",15,3,99,1,30,1,,0,1,97,,1,1,,,1,6,,,,,,,,,,,,,99,,,,,,,
1,"1005-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",37,1,99,1,30,1,,0,1,97,,1,97,,1,1,1,1,2,,,,1,2,,,,2,,99,,,,,,,
2,"1005-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",28,2,99,1,30,1,,0,10,97,,2,97,,1,1,1,1,2,,,,1,1,,,,2,,99,,,,,,,
3,"1005-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",5,3,99,1,30,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
4,"1005-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,3,99,1,30,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"1006-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",52,1,99,1,30,1,,0,1,98,45,1,97,,1,1,1,1,2,,,,1,2,,,,2,,99,,,,,,,
2,"1006-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",45,2,99,1,30,1,,0,1,97,,2,97,,1,1,1,1,2,,,,1,1,,,,2,,99,,,,,,,
3,"1006-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",23,3,99,1,30,1,,0,9,1,,,2,,,1,6,,,,,,,,,,,,,99,,,,,,,
4,"1006-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",21,3,99,1,22,1,,0,7,1,,,2,,,1,6,,,,,,,,,,,,,99,,,,,,,
5,"1006-001",5,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",19,3,99,1,30,1,,0,14,1,,,2,,,1,6,,,,,,,,,,,,,99,,,,,,,
6,"1006-001",6,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",9,3,99,1,30,1,,0,14,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
7,"1006-001",7,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",7,3,99,1,30,1,,0,14,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"1007-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",23,1,99,1,30,1,,1,1,98,18,3,97,,1,1,3,,,,,,1,2,,,,2,,99,,,,,,,
2,"1007-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",21,2,99,1,30,1,,0,11,97,,5,97,,3,1,3,,,,,,1,1,,,,2,,1,"ARUMERU",2,2,4,"ARUMERU",2,2
3,"1007-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0,3,99,1,30,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"1009-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",35,1,99,1,31,1,,5,1,97,,3,98,29,3,1,1,1,3,,,,1,2,,,,2,,99,,,,,,,
2,"1009-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",25,2,99,1,31,1,,0,1,97,,7,97,,1,1,1,1,3,,,,1,1,,,,2,,99,,,,,,,
3,"1009-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",4,3,99,1,31,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"1019-001",1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",31,1,99,1,30,1,,0,7,98,6,7,97,,2,1,6,,,,,,,,,,,,,5,"ARUMERU",2,2,1,"ARUMERU",2,2
2,"1019-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",10,3,99,2,30,1,,0,14,97,,7,1,,,2,,,,,,,,,,,,,,,,,,,,,
1,"1020-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",36,1,99,1,30,1,,0,10,98,20,5,97,,1,1,1,1,2,,,,1,2,,,,2,,12,"BABATI",21,1,5,"BABATI",21,1
2,"1020-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",30,2,99,1,30,1,,0,10,97,,3,97,,3,1,1,1,2,,,,1,1,,,,2,,9,"MOSHI RURAL",3,4,5,"MOSHI RURAL",3,4
3,"1020-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,3,99,1,30,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"1021-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",27,1,99,1,30,1,,0,7,98,26,6,97,,5,1,6,,,,,,,,,,,,,4,"BUKOBA URBAN",18,6,5,"BUKOBA URBAN",18,6
1,"1022-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",35,1,99,1,30,1,,0,7,98,35,5,97,,5,1,1,1,3,,,,1,2,,,,2,,0,"MJINI",53,2,1,"MOROGORO RURAL",5,2
2,"1022-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",28,2,99,1,30,1,,0,10,98,8,5,97,,5,1,1,1,3,,,,1,1,,,,2,,0,"MJINI",53,2,4,"CHUNYA",12,1
3,"1022-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",8,3,99,1,30,1,,0,14,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
4,"1022-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",5,3,99,1,31,1,,0,14,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"1023-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",28,1,99,1,30,1,,0,10,98,9,3,98,18,3,1,1,1,2,,,,1,2,,,,2,,10,"DODOMA URBAN",1,5,5,"DODOMA URBAN",1,5
2,"1023-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",23,2,99,1,30,1,,0,10,97,,3,97,,3,1,1,1,2,,,,1,1,,,,2,,1,"MUHEZA",4,3,3,"MUHEZA",4,3
3,"1023-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0,3,99,1,30,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"1024-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",28,1,99,1,30,1,,0,14,98,21,3,97,,3,1,3,,,,,,1,2,,,,2,,3,"KAHAMA",17,4,2,"MUFINDI",11,2
2,"1024-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",20,2,99,1,30,1,,0,11,97,,3,97,,3,1,3,,,,,,1,1,,,,2,,99,,,,,,,
3,"1024-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0,3,99,1,30,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"1025-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",53,1,99,1,30,1,,1,5,98,51,2,97,,2,1,1,3,2,,,,1,2,,,,2,,9,"NZEGA",14,1,1,"UYUI",14,3
2,"1025-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",37,2,99,1,30,1,,2,10,98,33,3,98,37,1,1,1,2,2,,,,1,1,,,,2,,12,"LUSHOTO",4,1,4,"LUSHOTO",4,1
1,"1026-001",1,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",22,1,99,1,30,1,,2,14,97,,3,97,,3,1,6,,,,,,,,,,,,,1,"MBEYA URBAN",12,8,2,"MBEYA URBAN",12,8
1,"1038-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",31,1,99,1,30,1,,0,10,97,,2,97,,1,1,1,1,2,,,,1,2,,,,2,,13,"SINGIDA URBAN",13,4,4,"SINGIDA URBAN",13,4
2,"1038-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",26,2,99,1,30,1,,0,11,98,22,7,98,3,7,1,1,1,2,,,,1,1,,,,2,,3,"BABATI",21,1,3,"BABATI",21,1
3,"1038-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",7,3,99,1,30,1,,0,14,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
4,"1038-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,3,99,1,30,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
5,"1038-001",5,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0,3,99,1,30,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"1039-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",31,1,99,1,30,1,,0,7,97,,3,97,,3,1,1,2,2,,,,1,2,,,,2,,99,,,,,,,
2,"1039-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",32,2,99,1,21,1,,0,7,98,29,3,97,,3,1,1,1,2,,,,1,1,,,,2,,6,"MBULU",21,3,4,"MBULU",21,3
3,"1039-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",6,3,99,1,30,1,,0,16,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
4,"1039-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0,3,99,1,30,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"1040-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",35,1,99,1,30,1,,0,7,98,34,6,97,,6,1,1,1,2,,,,1,2,,,,2,,6,"ARUSHA",2,3,1,"KENYA",,
2,"1040-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",31,2,99,1,30,1,,0,7,97,,6,97,,6,1,1,1,2,,,,1,1,,,,2,,6,"ARUSHA",2,3,4,"KENYA",,
3,"1040-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",6,3,99,1,30,1,,0,14,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
4,"1040-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,3,99,1,30,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
5,"1040-001",5,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0,3,99,1,30,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"1041-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",69,1,99,1,30,1,,0,1,98,57,5,98,5,1,1,7,,,,,,,,,,,,,16,"BUNDA",20,4,1,"MBULU",21,3
1,"1042-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",29,1,99,1,30,1,,0,1,97,,3,98,23,3,1,1,1,3,,,,2,,,,,2,,99,,,,,,,
2,"1042-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",26,2,99,1,30,1,,0,11,97,,3,97,,3,1,1,1,3,,,,2,,,,,2,,6,"ARUSHA",2,3,3,"MONDULI",2,1
1,"1043-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",37,1,99,1,30,1,,0,7,98,1,7,98,36,1,1,1,1,2,,,,1,2,,,,2,,7,"SAME",3,3,5,"ILALA",7,2
2,"1043-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",37,2,99,1,30,1,,4,16,97,,3,97,,3,1,1,1,2,,,,1,1,,,,2,,7,"SAME",3,3,4,"SAME",3,3
3,"1043-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",12,3,99,1,30,1,,0,14,1,,,2,,,1,6,,,,,,,,,,,,,7,"SAME",3,3,4,"SAME",3,3
4,"1043-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",11,3,99,1,30,1,,0,14,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
5,"1043-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",4,3,99,1,30,1,,0,14,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
6,"1043-001",6,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,3,99,1,30,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
7,"1043-001",7,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",18,8,99,1,30,1,,11,14,97,,3,97,,4,1,6,,,,,,,,,,,,,2,"SINGIDA RURAL",13,2,2,"SINGIDA RURAL",13,2
8,"1043-001",8,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",21,8,99,1,30,1,,0,14,97,,2,97,,3,1,6,,,,,,,,,,,,,99,,,,,,,
9,"1043-001",9,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",15,8,99,1,30,1,,0,14,97,,3,97,,3,1,6,,,,,,,,,,,,,2,"MONDULI",2,1,2,"MONDULI",2,1
1,"1044-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",40,1,99,1,30,1,,0,7,98,8,2,97,,3,1,3,,,,,,1,2,,,,2,,2,"ARUSHA",2,3,5,"ARUMERU",2,2
2,"1044-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",28,2,99,1,0,1,,0,11,97,,7,97,,2,1,3,,,,,,1,1,,,,2,,1,"ARUSHA",2,3,5,"NGORONGORO",2,5
3,"1044-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,3,99,1,0,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"1045-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",50,1,99,1,0,1,,1,7,98,28,2,97,,2,1,1,1,2,,,,2,,,,,1,1,20,"ARUSHA",2,3,5,"MOSHI URBAN",3,6
1,"1057-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",74,1,99,1,31,1,,0,1,98,40,1,98,64,1,1,2,4,3,,,,1,2,,,,1,1,99,,,,,,,
2,"1057-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",46,2,99,1,31,1,,0,1,97,,1,97,,1,1,2,2,3,,,,1,1,,,,2,,1,"MBULU",21,3,3,"MBULU",21,3
1,"1058-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",25,1,99,1,31,1,,0,7,97,,3,97,,3,1,1,1,3,,,,1,2,,,,2,,0,"MANYONI",13,3,4,"MEATU",24,3
2,"1058-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",22,2,99,1,31,1,,0,1,98,3,3,98,3,3,1,1,1,3,,,,1,1,,,,2,,0,"MANYONI",13,3,4,"MEATU",24,3
3,"1058-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",11,8,99,1,31,1,,0,14,97,,3,97,,3,2,,,,,,,,,,,,,,,,,,,,,
4,"1058-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",7,8,99,1,31,1,,0,17,99,,3,97,,3,2,,,,,,,,,,,,,,,,,,,,,
5,"1058-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",11,8,99,1,31,1,,0,14,99,,3,97,,3,2,,,,,,,,,,,,,,,,,,,,,
6,"1058-001",6,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0,3,99,1,31,1,,7,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"1059-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",50,1,99,1,31,1,,0,1,97,,1,97,,1,1,2,4,3,3,,,1,2,3,,,2,,15,"MEATU",24,3,6,"MEATU",24,3
2,"1059-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",46,2,99,1,31,1,,0,1,97,,2,10,,,1,2,1,3,,,,1,1,,,,2,,15,"MEATU",24,3,6,"MEATU",24,3
3,"1059-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",30,2,99,1,31,1,,0,1,97,,1,98,4,1,1,2,1,3,,,,1,1,,,,2,,8,"MKALAMA",13,6,3,"MKALAMA",13,6
4,"1059-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",7,3,99,1,31,1,,0,11,1,,,3,,,2,,,,,,,,,,,,,,,,,,,,,
5,"1059-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",4,3,99,1,31,1,,0,17,1,,,3,,,2,,,,,,,,,,,,,,,,,,,,,
6,"1059-001",6,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",19,3,99,1,31,1,,0,1,1,,,2,,,1,2,4,3,3,,,1,7,8,,,2,,15,"MEATU",24,3,4,"MEATU",24,3
7,"1059-001",7,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",19,8,99,1,31,1,,0,1,97,,3,97,,3,1,1,1,3,,,,1,6,,,,2,,10,"MEATU",24,3,4,"MEATU",24,3
8,"1059-001",8,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",15,8,99,1,31,1,,0,1,97,,3,97,,3,1,1,1,3,,,,1,6,,,,2,,99,,,,,,,
9,"1059-001",9,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,6,99,1,31,1,,0,17,6,,,7,,,2,,,,,,,,,,,,,,,,,,,,,
10,"1059-001",10,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",70,8,99,1,31,1,,0,15,98,20,1,98,65,1,1,1,1,3,,,,2,,,,,1,,2,"MANYONI",13,3,4,"MASWA",24,4
1,"1060-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",48,1,99,1,10,1,,6,1,97,,1,98,20,1,1,2,1,3,,,,1,2,,,,1,1,15,"MASWA",24,4,5,"MASWA",24,4
2,"1060-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",43,2,99,1,31,1,,0,1,97,,1,97,,1,1,2,1,3,,,,1,1,,,,2,,15,"MASWA",24,4,5,"MASWA",24,4
3,"1060-001",3,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",15,3,99,1,31,1,,0,1,1,,,2,,,1,6,,,,,,,,,,,,,99,,,,,,,
4,"1060-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",9,3,99,1,31,1,,0,14,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
5,"1060-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",8,3,99,1,31,1,,0,1,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
1,"1061-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",98,1,99,1,31,1,,0,1,98,60,1,98,81,1,1,7,,,,,,,,,,,,,45,"BARIADI",17,1,6,"MBULU",21,3
2,"1061-001",2,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",17,3,99,1,31,1,,0,1,1,,,98,0,1,1,6,,,,,,,,,,,,,99,,,,,,,
3,"1061-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",14,6,99,1,31,1,,0,1,97,,1,97,,1,1,6,,,,,,,,,,,,,3,"KARATU",2,4,4,"KARATU",2,4
4,"1061-001",4,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",20,3,99,1,31,1,,2,1,1,,,97,,1,1,6,,,,,,,,,,,,,99,,,,,,,
5,"1061-001",5,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",8,6,99,1,31,1,,0,1,97,,1,97,,1,2,,,,,,,,,,,,,,,,,,,,,
6,"1061-001",6,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",5,6,99,1,31,1,,0,1,97,,1,97,,1,2,,,,,,,,,,,,,,,,,,,,,
7,"1061-001",7,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,6,99,1,31,2,,12,17,99,,7,97,,1,2,,,,,,,,,,,,,,,,,,,,,
1,"1062-001",1,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",58,1,99,1,31,1,,5,1,98,30,7,97,,1,1,2,4,2,,,,1,2,,,,1,1,25,"IRAMBA",13,1,5,"IRAMBA",13,1
2,"1062-001",2,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",28,2,99,1,31,1,,0,1,97,,3,97,,3,1,2,1,2,,,,1,1,,,,2,,10,"MASWA",17,2,3,"MASWA",17,2
3,"1062-001",3,"**CONFIDENTIAL**",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",10,3,99,1,31,1,,0,1,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
4,"1062-001",4,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",6,3,99,1,31,1,,0,16,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
5,"1062-001",5,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,3,99,1,31,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
6,"1062-001",6,"**CONFIDENTIAL**",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0,3,99,1,31,1,,0,17,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,
